,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
20,MAPK9,b68e1,a9577,508.45911439244054,998.4142328379498,90.00000000000001,24.99999999999993,#None,Entrez Gene,5601,POINT (508.45911439244054 998.4142328379498)
21,IL2RB,b6c04,bb866,423.55577649673637,391.816896426091,90.0,24.99999999999998,#None,HGNC,IL2RB,POINT (423.55577649673637 391.816896426091)
22,TRIM28,b7d19,,827.0857857126956,1327.2474335758504,90.0,25.0,#None,HGNC,TRIM28,POINT (827.0857857126956 1327.2474335758504)
23,IL20RB,b8d6e,d0a78,1157.7726218097466,327.78422273781985,90.00000000000004,24.999999999999947,#None,HGNC,IL20RB,POINT (1157.7726218097466 327.78422273781985)
24,IL2RG,baa63,bb866,423.5557764967364,416.8168964260909,90.0,25.0,#None,HGNC,IL2RG,POINT (423.5557764967364 416.8168964260909)
25,JAK2,bc6fc,,86.55070490731453,719.0947022510634,90.0,25.0,#None,HGNC,JAK2,POINT (86.55070490731453 719.0947022510634)
26,CSF2RA,be799,ae043,726.2750161394448,505.4228534538415,90.0,25.0,#None,HGNC,CSF2RA,POINT (726.2750161394448 505.4228534538415)
27,PDGFRA,bedff,f3e23,1345.7885198863235,440.79909114622654,90.0,25.0,#None,HGNC,PDGFRA,POINT (1345.7885198863235 440.79909114622654)
28,CSF3R,c17f2,e98ef,882.6795580110488,531.187845303869,80.0,20.0,#None,Entrez Gene,1441,POINT (882.6795580110488 531.187845303869)
29,AGTR1,c36cf,c104d,1511.6189419377165,510.2606966321292,90.0,25.0,#None,HGNC,AGTR1,POINT (1511.6189419377165 510.2606966321292)
30,IL12RB2,c5387,e1672,195.01759111967755,467.2619393193456,90.0,25.0,#None,HGNC,IL12RB2,POINT (195.01759111967755 467.2619393193456)
31,MAPK8,c57a5,a9577,508.45911439244054,973.41423283795,90.00000000000001,24.99999999999993,#None,Entrez Gene,5599,POINT (508.45911439244054 973.41423283795)
32,IL15RA,c5c8f,c0f62,543.3946849908543,442.99738342489695,90.0,25.0,#None,HGNC,IL15RA,POINT (543.3946849908543 442.99738342489695)
33,IL10RB,c7af4,bd139,1032.6505236441012,501.5632410813861,90.0,25.0,#None,HGNC,IL10RB,POINT (1032.6505236441012 501.5632410813861)
34,EGFR,c87c7,,1344.3112787752184,372.942752692841,80.0,20.0,#None,Entrez Gene,1956,POINT (1344.3112787752184 372.942752692841)
35,MLST8,c8d62,c9173,494.53800070334967,1129.330706155815,90.00000000000006,24.99999999999993,#None,HGNC,MLST8,POINT (494.53800070334967 1129.330706155815)
36,F2RL3,c906a,c104d,1511.6189419377167,610.2606966321291,90.0,25.0,#None,HGNC,F2RL3,POINT (1511.6189419377167 610.2606966321291)
37,F2RL2,c9a91,c104d,1511.6189419377167,585.2606966321292,90.0,25.0,#None,HGNC,F2RL2,POINT (1511.6189419377167 585.2606966321292)
38,STAT3,cc3d0,fe2f7,866.0040731331329,986.781328821682,80.0,20.0,#None,Entrez Gene,6774,POINT (866.0040731331329 986.781328821682)
39,MAPK7,cdbe3,a9577,415.6516897984722,1050.9084323739128,90.00000000000001,24.99999999999993,#None,HGNC,MAPK7,POINT (415.6516897984722 1050.9084323739128)
40,IL22RA1,d3977,d2638,1154.0194331568593,379.9507120790674,90.0,25.0,#None,HGNC,IL22RA1,POINT (1154.0194331568593 379.9507120790674)
41,IFNLR1,d4ec8,b14db,1148.491879350344,530.1624129930403,90.0,25.0,#None,HGNC,IFNLR1,POINT (1148.491879350344 530.1624129930403)
42,MTOR,d5d4a,c9173,398.25029768710806,1091.9757177567442,90.00000000000006,24.99999999999993,#None,HGNC,MTOR,POINT (398.25029768710806 1091.9757177567442)
43,MAPK6,d6129,a9577,508.4591143924404,898.4142328379501,90.00000000000001,24.99999999999993,#None,HGNC,MAPK6,POINT (508.4591143924404 898.4142328379501)
44,IL3RA,d7fd9,f2b84,726.9205939315683,358.29567462879265,90.00000000000004,25.00000000000001,#None,HGNC,IL3RA,POINT (726.9205939315683 358.29567462879265)
45,LIFR,d8636,c3940,88.68125000560974,616.0514928273135,90.0,25.0,#None,Entrez Gene,3977,POINT (88.68125000560974 616.0514928273135)
46,CTF1,da0e8,f3aa7,197.34787034916218,527.1020074076092,90.0,25.0,#None,HGNC,CTF1,POINT (197.34787034916218 527.1020074076092)
47,AGTR2,dbb06,c104d,1511.6189419377165,535.2606966321292,90.0,25.0,#None,HGNC,AGTR2,POINT (1511.6189419377165 535.2606966321292)
48,MLST8,dbcba,ea90a,494.5380007033437,1191.5696852741398,90.00000000000001,24.99999999999993,#None,HGNC,MLST8,POINT (494.5380007033437 1191.5696852741398)
49,IL20RA,df664,d0a78,1157.7726218097469,302.7842227378196,90.0,25.0,#None,HGNC,IL20RA,POINT (1157.7726218097469 302.7842227378196)
50,IL6R,e1dea,ea2a6,94.21540258305228,400.6611250485851,90.00000000000001,25.0,#None,Entrez Gene,3570,POINT (94.21540258305228 400.6611250485851)
51,AKT1S1,e257b,c9173,398.2502976871082,1141.9757177567444,90.00000000000006,24.99999999999993,#None,HGNC,AKT1S1,POINT (398.2502976871082 1141.9757177567444)
52,MPL,e2d16,afc2b,884.9583406154023,468.7121079719959,80.0,20.0,#None,Entrez Gene,4352,POINT (884.9583406154023 468.7121079719959)
53,RICTOR,e34d0,ea90a,397.0902048796782,1217.6137688008241,89.99999999999997,24.99999999999993,#None,HGNC,RICTOR,POINT (397.0902048796782 1217.6137688008241)
54,PTPRT,e3cdc,a13c0,1112.40436105049,958.2464944056861,89.99999999999993,24.999999999999982,#None,Entrez Gene,11122,POINT (1112.40436105049 958.2464944056861)
55,IL6ST,e4b27,d8060,90.17162469023,495.5673759479681,90.0,25.0,#None,HGNC,IL6ST,POINT (90.17162469023 495.5673759479681)
56,STMN1,e4d1c,,1362.9630272898296,1080.6959917920171,90.0,25.0,#None,HGNC,STMN1,POINT (1362.9630272898296 1080.6959917920171)
57,IL27RA,e6bc8,d8060,90.17162469022998,470.5673759479681,89.99999999999999,25.0,#None,Entrez Gene,9466,POINT (90.17162469022998 470.5673759479681)
58,PRKCB,e73f6,,470.96814747464225,826.8624136880951,90.00000000000006,24.99999999999993,#None,HGNC,PRKCB,POINT (470.96814747464225 826.8624136880951)
59,IL21R,e77db,a2e72,434.2059393156878,539.7643641058744,89.99999999999997,25.00000000000001,#None,Entrez Gene,50615,POINT (434.2059393156878 539.7643641058744)
60,RPTOR,e90cb,c9173,494.53800070334967,1104.3307061558148,90.00000000000006,24.99999999999993,#None,HGNC,RPTOR,POINT (494.53800070334967 1104.3307061558148)
61,MAPK3,ed4a5,a9577,415.6516897984722,925.9084323739131,90.00000000000001,24.99999999999993,#None,Entrez Gene,5595,POINT (415.6516897984722 925.9084323739131)
62,IFNGR2,f0a43,f42d5,1036.408967966056,402.139121405956,90.0,25.0,#None,HGNC,IFNGR2,POINT (1036.408967966056 402.139121405956)
63,PTPRD,f14da,a13c0,1112.4043610504932,908.2464944056861,90.0,25.0,#None,HGNC,PTPRD,POINT (1112.4043610504932 908.2464944056861)
64,F2R,f4a66,c104d,1511.6189419377165,560.2606966321292,90.0,25.0,#None,HGNC,F2R,POINT (1511.6189419377165 560.2606966321292)
65,MAPK11,f5cc3,a9577,415.6516897984722,950.908432373913,90.00000000000001,24.99999999999993,#None,Entrez Gene,5600,POINT (415.6516897984722 950.908432373913)
66,MAPK10,f630a,a9577,508.45911439244054,1023.4142328379498,90.00000000000001,24.99999999999993,#None,Entrez Gene,5602,POINT (508.45911439244054 1023.4142328379498)
67,DEPTOR,f7327,c9173,398.2502976871082,1116.9757177567446,90.00000000000006,24.99999999999993,#None,HGNC,DEPTOR,POINT (398.2502976871082 1116.9757177567446)
68,PIAS3,f84e3,,878.119657481128,1584.338171966754,80.0,20.0,#None,Entrez Gene,10401,POINT (878.119657481128 1584.338171966754)
69,MAPK13,f8846,a9577,415.6516897984722,1000.9084323739129,90.00000000000001,24.99999999999993,#None,Entrez Gene,5603,POINT (415.6516897984722 1000.9084323739129)
70,IL9R,fa510,b558d,430.59970542005306,468.2175082643492,90.0,24.99999999999998,#None,Entrez Gene,3581,POINT (430.59970542005306 468.2175082643492)
71,IFNAR2,fb000,d9cf2,1040.4739716193894,328.3513863429515,90.0,25.0,#None,HGNC,IFNAR2,POINT (1040.4739716193894 328.3513863429515)
72,IL11RA,fdd17,f24ee,194.8970160890861,395.72735910757336,90.0,25.0,#None,HGNC,IL11RA,POINT (194.8970160890861 395.72735910757336)
73,CNTFR,fee48,d317d,86.40436679848068,544.1667213311163,90.0,25.0,#None,Entrez Gene,1271,POINT (86.40436679848068 544.1667213311163)
74,IL5RA,ffe1b,fe3d9,726.9205939315685,431.53647514525517,90.0,25.0,#None,HGNC,IL5RA,POINT (726.9205939315685 431.53647514525517)
75,STAT3,c1b6f,fe2f7,786.0040731331328,986.781328821682,80.0,20.0,#None,Entrez Gene,6774,POINT (786.0040731331328 986.781328821682)
76,STAT3,fa970,,1239.2771256445744,1080.6959917920171,80.0,20.0,#None,Entrez Gene,6774,POINT (1239.2771256445744 1080.6959917920171)
77,STAT3,d2b4e,,199.43478648605915,967.6247373832203,80.0,20.0,#None,Entrez Gene,6774,POINT (199.43478648605915 967.6247373832203)
78,MAPK4,d3e69,a9577,508.45911439244054,923.4142328379502,90.00000000000001,24.99999999999993,#None,HGNC,MAPK4,POINT (508.45911439244054 923.4142328379502)
79,MTOR,feb78,ea90a,397.09020487968166,1192.6137688008232,90.00000000000006,24.99999999999993,#None,HGNC,MTOR,POINT (397.09020487968166 1192.6137688008232)
80,IL6ST,e517c,e1672,195.01759111967755,492.2619393193456,89.99999999999999,25.0,#None,HGNC,IL6ST,POINT (195.01759111967755 492.2619393193456)
81,IL6ST,d9fb7,f24ee,194.8970160890861,420.7273591075733,90.00000000000001,25.0,#None,HGNC,IL6ST,POINT (194.8970160890861 420.7273591075733)
82,IL6ST,a4d68,ea2a6,94.21540258305228,425.6611250485851,90.0,25.0,#None,HGNC,IL6ST,POINT (94.21540258305228 425.6611250485851)
83,IL6ST,f1caa,f3aa7,197.3478703491622,552.1020074076092,89.99999999999999,25.0,#None,HGNC,IL6ST,POINT (197.3478703491622 552.1020074076092)
84,IL6ST,f2052,db32c,197.5872527967609,618.9253546817583,90.0,25.0,#None,HGNC,IL6ST,POINT (197.5872527967609 618.9253546817583)
85,IL6ST,fccb2,c3940,88.68125000560974,641.0514928273135,90.0,25.0,#None,HGNC,IL6ST,POINT (88.68125000560974 641.0514928273135)
86,IL6ST,cc377,d317d,86.40436679848068,569.1667213311163,90.0,25.0,#None,HGNC,IL6ST,POINT (86.40436679848068 569.1667213311163)
87,IL2RG,db2a4,de938,538.1197112023854,390.9491074204511,90.0,25.0,#None,HGNC,IL2RG,POINT (538.1197112023854 390.9491074204511)
88,IL2RG,f1203,b558d,430.599705420053,493.21750826434914,90.0,25.0,#None,HGNC,IL2RG,POINT (430.599705420053 493.21750826434914)
89,IL2RB,d907e,c0f62,543.3946849908541,467.9973834248969,90.0,25.0,#None,HGNC,IL2RB,POINT (543.3946849908541 467.9973834248969)
90,IL2RG,e1263,c0f62,543.3946849908539,492.9973834248964,90.0,25.0,#None,HGNC,IL2RG,POINT (543.3946849908539 492.9973834248964)
91,IL2RG,fb013,a2e72,434.2059393156877,564.7643641058744,90.0,25.0,#None,HGNC,IL2RG,POINT (434.2059393156877 564.7643641058744)
92,CSF2RB,bf3d3,ae043,726.2750161394447,530.4228534538415,90.00000000000004,25.00000000000001,#None,HGNC,CSF2RB,POINT (726.2750161394447 530.4228534538415)
93,CSF2RB,ec7e9,fe3d9,726.9205939315686,456.53647514525517,90.00000000000004,25.00000000000001,#None,HGNC,CSF2RB,POINT (726.9205939315686 456.53647514525517)
94,GHR,d1f54,ed488,883.4080868920141,425.19298265038447,79.99999999999991,19.99999999999998,#None,Entrez Gene,2690,POINT (883.4080868920141 425.19298265038447)
95,MPL,deb78,afc2b,884.9583406154023,488.712107971996,80.0,20.0,#None,Entrez Gene,4352,POINT (884.9583406154023 488.712107971996)
96,CSF3R,d4256,e98ef,882.6795580110488,551.187845303869,80.0,20.0,#None,Entrez Gene,1441,POINT (882.6795580110488 551.187845303869)
97,IL10RB,fae15,bd139,1032.6505236441021,526.5632410813863,90.00000000000004,25.0,#None,HGNC,IL10RB,POINT (1032.6505236441021 526.5632410813863)
98,IL10RA,cbf59,bd139,1032.650523644102,476.563241081386,90.00000000000004,25.0,#None,HGNC,IL10RA,POINT (1032.650523644102 476.563241081386)
99,IL10RB,eff87,d2638,1154.0194331568593,404.9507120790673,89.99999999999991,24.999999999999947,#None,HGNC,IL10RB,POINT (1154.0194331568593 404.9507120790673)
100,IL22RA1,df438,df985,1151.2584122751887,454.9159092948433,90.0,25.0,#None,HGNC,IL22RA1,POINT (1151.2584122751887 454.9159092948433)
101,IL20RB,c0602,df985,1151.258412275189,479.9159092948431,90.00000000000004,24.999999999999947,#None,HGNC,IL20RB,POINT (1151.258412275189 479.9159092948431)
102,IL10RB,a4bb8,b14db,1148.491879350344,555.1624129930403,89.99999999999991,24.999999999999947,#None,HGNC,IL10RB,POINT (1148.491879350344 555.1624129930403)
103,PDGFRA,af8c6,cc274,1348.0537898653201,489.6091379618064,90.0,25.0,#None,HGNC,PDGFRA,POINT (1348.0537898653201 489.6091379618064)
104,PDGFRB,cbd8b,f4624,1348.2063180439065,588.1667101415447,90.0,25.0,#None,HGNC,PDGFRB,POINT (1348.2063180439065 588.1667101415447)
105,PDGFRB,ea951,cc274,1348.0537898653201,514.6091379618064,90.0,25.0,#None,HGNC,PDGFRB,POINT (1348.0537898653201 514.6091379618064)
106,PDGFRA,d6d59,f3e23,1345.7885198863237,415.7990911462266,89.99999999999991,25.000000000000014,#None,HGNC,PDGFRA,POINT (1345.7885198863237 415.7990911462266)
107,JAK1,d35c7,,1155.2822598880869,680.0749559567482,90.0,25.0,#None,HGNC,JAK1,POINT (1155.2822598880869 680.0749559567482)
108,JAK2,dd568,,1027.103026262809,675.3688430385404,90.0,25.0,#None,HGNC,JAK2,POINT (1027.103026262809 675.3688430385404)
109,TYK2,bde0b,,1076.5373453620161,715.6963661770247,90.0,25.0,#None,HGNC,TYK2,POINT (1076.5373453620161 715.6963661770247)
110,JAK1,b1ccc,,186.62315744657806,716.6105960594256,90.0,25.0,#None,HGNC,JAK1,POINT (186.62315744657806 716.6105960594256)
111,TYK2,ac7d4,,289.65619712432976,715.0337189517671,90.0,25.0,#None,HGNC,TYK2,POINT (289.65619712432976 715.0337189517671)
112,JAK1,a8f4a,,446.59911696810946,641.4716640167413,90.0,25.0,#None,HGNC,JAK1,POINT (446.59911696810946 641.4716640167413)
113,JAK3,cdc06,,547.4978084969771,645.4268081299168,90.0,25.0,#None,HGNC,JAK3,POINT (547.4978084969771 645.4268081299168)
114,JAK2,a14cb,,709.0025553051955,633.5635055189173,90.0,25.0,#None,HGNC,JAK2,POINT (709.0025553051955 633.5635055189173)
115,JAK2,e387f,,829.0967468279589,652.4018100715081,90.0,25.0,#None,HGNC,JAK2,POINT (829.0967468279589 652.4018100715081)
116,TYK2,e77ab,,923.2720392395674,651.9130066793823,90.0,25.0,#None,HGNC,TYK2,POINT (923.2720392395674 651.9130066793823)
117,JAK1,e1488,,1335.6119302177556,692.4297440258225,90.0,25.0,#None,HGNC,JAK1,POINT (1335.6119302177556 692.4297440258225)
118,JAK2,ca47f,,1249.8188818358076,723.0454521437214,90.0,25.0,#None,HGNC,JAK2,POINT (1249.8188818358076 723.0454521437214)
119,JAK2,ded6d,,1518.3671038001773,761.4728632419401,90.0,25.0,#None,HGNC,JAK2,POINT (1518.3671038001773 761.4728632419401)
120,STAT3,cace1,,769.3551620831624,865.1133763001193,80.0,20.0,#None,Entrez Gene,6774,POINT (769.3551620831624 865.1133763001193)
121,STAT3,ba482,,927.2868410566422,816.7737507856414,80.0,20.0,#None,Entrez Gene,6774,POINT (927.2868410566422 816.7737507856414)
122,STAT3,b054d,,765.1445040205823,732.5789889797197,80.0,20.0,#None,Entrez Gene,6774,POINT (765.1445040205823 732.5789889797197)
123,STAT3,cd8e9,,931.2701348935445,863.641895858914,80.0,20.0,#None,Entrez Gene,6774,POINT (931.2701348935445 863.641895858914)
124,STAT3,a5cec,,190.35516208316244,1103.107326170474,80.0,20.0,#None,Entrez Gene,6774,POINT (190.35516208316244 1103.107326170474)
125,STAT3,ef171,b7488,759.9217068795617,1130.1948502932883,80.0,20.0,#None,Entrez Gene,6774,POINT (759.9217068795617 1130.1948502932883)
126,STAT3,c818a,b7488,679.9217068795616,1130.1948502932883,80.0,20.0,#None,Entrez Gene,6774,POINT (679.9217068795616 1130.1948502932883)
127,STAT3,e4068,a5aeb,1002.1924914563825,1368.457354408447,80.0,20.0,#None,Entrez Gene,6774,POINT (1002.1924914563825 1368.457354408447)
128,STAT3,d167b,a5aeb,922.1924914563829,1368.457354408447,80.0,20.0,#None,Entrez Gene,6774,POINT (922.1924914563829 1368.457354408447)
129,STAT3,cb928,a5863,810.2124399146539,1420.5946122093378,80.0,20.0,#None,Entrez Gene,6774,POINT (810.2124399146539 1420.5946122093378)
130,STAT3,f73a6,a5863,730.2124399146538,1420.5946122093378,80.0,20.0,#None,Entrez Gene,6774,POINT (730.2124399146538 1420.5946122093378)
131,STAT3,edad4,dc030,595.0084889849365,1522.0160072169563,80.0,20.0,#None,Entrez Gene,6774,POINT (595.0084889849365 1522.0160072169563)
132,STAT3,b5685,dc030,515.0084889849377,1522.0160072169563,80.0,20.0,#None,Entrez Gene,6774,POINT (515.0084889849377 1522.0160072169563)
133,STAT3,c49d1,d7f46,699.6369886629666,1699.6930674509615,80.0,20.0,#None,Entrez Gene,6774,POINT (699.6369886629666 1699.6930674509615)
134,STAT3,d11fb,d7f46,619.6369886629665,1699.6930674509615,80.0,20.0,#None,Entrez Gene,6774,POINT (619.6369886629665 1699.6930674509615)
135,STAT3,f6092,a14d0,1156.1847169788543,1487.7898587027466,80.0,20.0,#None,Entrez Gene,6774,POINT (1156.1847169788543 1487.7898587027466)
136,STAT3,e4a2a,a14d0,1076.1847169788562,1487.7898587027466,80.0,20.0,#None,Entrez Gene,6774,POINT (1076.1847169788562 1487.7898587027466)
137,STAT3,f332f,b5d8d,1075.7829312645686,1639.5309301313187,80.0,20.0,#None,Entrez Gene,6774,POINT (1075.7829312645686 1639.5309301313187)
138,STAT3,a672e,b5d8d,995.7829312645696,1639.5309301313187,80.0,20.0,#None,Entrez Gene,6774,POINT (995.7829312645696 1639.5309301313187)
