source|target
MMP11|MMP28
MMP11|MMP15
MMP11|MMP16
MMP11|MMP3
MMP11|MMP23B
MMP11|MMP20
MMP11|MMP1
MMP11|MMP2
MMP11|MMP10
MMP11|MMP8
MMP11|MMP9
MMP11|MMP13
MMP11|MMP12
MMP11|MMP24
MMP11|MMP21
MMP11|MMP14
MMP11|MMP25
MMP11|MMP19
MMP11|MMP27
MMP11|MMP17
MMP8|MMP7
MMP8|MMP28
MMP8|MMP15
MMP8|MMP16
MMP8|MMP3
MMP8|MMP23B
MMP8|MMP20
MMP8|MMP1
MMP8|MMP2
MMP8|MMP10
MMP8|MMP11
MMP8|MMP9
MMP8|MMP13
MMP8|MMP12
MMP8|MMP24
MMP8|MMP21
MMP8|MMP14
MMP8|MMP25
MMP8|MMP19
MMP8|MMP27
MMP8|MMP17
MMP9|MMP7
MMP9|MMP28
MMP9|MMP15
MMP9|MMP16
MMP9|MMP3
MMP9|MMP23B
MMP9|MMP20
MMP9|MMP1
MMP9|MMP2
MMP9|MMP10
MMP9|MMP11
MMP9|MMP8
MMP9|MMP13
MMP9|MMP12
MMP9|MMP24
MMP9|MMP21
MMP9|MMP14
MMP9|MMP25
MMP9|MMP19
MMP9|MMP27
MMP9|MMP17
MMP13|MMP7
MMP13|MMP28
MMP13|MMP15
MMP13|MMP16
MMP13|MMP3
MMP13|MMP23B
MMP13|MMP20
MMP13|MMP1
MMP13|MMP2
MMP13|MMP10
MMP13|MMP11
MMP13|MMP8
MMP13|MMP9
MMP13|MMP12
MMP13|MMP24
MMP13|MMP21
MMP13|MMP14
MMP13|MMP25
MMP13|MMP19
MMP13|MMP27
MMP13|MMP17
MMP12|MMP7
MMP12|MMP28
MMP12|MMP15
MMP12|MMP16
MMP12|MMP3
MMP12|MMP23B
MMP12|MMP20
MMP12|MMP1
MMP12|MMP2
MMP12|MMP10
MMP12|MMP11
MMP12|MMP8
MMP12|MMP9
MMP12|MMP13
MMP12|MMP24
MMP12|MMP21
MMP12|MMP14
MMP12|MMP25
MMP12|MMP19
MMP12|MMP27
MMP12|MMP17
MMP24|MMP7
MMP24|MMP28
MMP24|MMP15
MMP24|MMP16
MMP24|MMP3
MMP24|MMP23B
MMP24|MMP20
MMP24|MMP1
MMP24|MMP2
MMP24|MMP10
MMP24|MMP11
MMP24|MMP8
MMP24|MMP9
MMP24|MMP13
MMP24|MMP12
MMP24|MMP21
MMP24|MMP14
MMP24|MMP25
MMP24|MMP19
MMP24|MMP27
MMP24|MMP17
MMP21|MMP7
MMP21|MMP28
MMP21|MMP15
MMP21|MMP16
MMP21|MMP3
MMP21|MMP23B
MMP21|MMP20
MMP21|MMP1
MMP21|MMP2
MMP21|MMP10
MMP21|MMP11
MMP21|MMP8
MMP21|MMP9
MMP21|MMP13
MMP21|MMP12
MMP21|MMP24
MMP21|MMP14
MMP21|MMP25
MMP21|MMP19
MMP21|MMP27
MMP21|MMP17
MMP14|MMP7
MMP14|MMP28
MMP14|MMP15
MMP14|MMP16
MMP14|MMP3
MMP14|MMP23B
MMP14|MMP20
MMP14|MMP1
MMP14|MMP2
MMP14|MMP10
MMP14|MMP11
MMP14|MMP8
MMP14|MMP9
MMP14|MMP13
MMP14|MMP12
MMP14|MMP24
MMP14|MMP21
MMP14|MMP25
MMP14|MMP19
MMP14|MMP27
MMP14|MMP17
MMP25|MMP7
MMP25|MMP28
MMP25|MMP15
MMP25|MMP16
MMP25|MMP3
MMP25|MMP23B
MMP25|MMP20
MMP25|MMP1
MMP25|MMP2
MMP25|MMP10
MMP25|MMP11
MMP25|MMP8
MMP25|MMP9
MMP25|MMP13
MMP25|MMP12
MMP25|MMP24
MMP25|MMP21
MMP25|MMP14
MMP25|MMP19
MMP25|MMP27
MMP25|MMP17
MMP19|MMP7
MMP19|MMP28
MMP19|MMP15
MMP19|MMP16
MMP19|MMP3
MMP19|MMP23B
MMP19|MMP20
MMP19|MMP1
MMP19|MMP2
MMP19|MMP10
MMP19|MMP11
MMP19|MMP8
MMP19|MMP9
MMP19|MMP13
MMP19|MMP12
MMP19|MMP24
MMP19|MMP21
MMP19|MMP14
MMP19|MMP25
MMP19|MMP27
MMP19|MMP17
MMP27|MMP7
MMP27|MMP28
MMP27|MMP15
MMP27|MMP16
MMP27|MMP3
MMP27|MMP23B
MMP27|MMP20
MMP27|MMP1
MMP27|MMP2
MMP27|MMP10
MMP27|MMP11
MMP27|MMP8
MMP27|MMP9
MMP27|MMP13
MMP27|MMP12
MMP27|MMP24
MMP27|MMP21
MMP27|MMP14
MMP27|MMP25
MMP27|MMP19
MMP27|MMP17
MMP17|MMP7
MMP17|MMP28
MMP17|MMP15
MMP17|MMP16
MMP17|MMP3
MMP17|MMP23B
MMP17|MMP20
MMP17|MMP1
MMP17|MMP2
MMP17|MMP10
MMP17|MMP11
MMP17|MMP8
MMP17|MMP9
MMP17|MMP13
MMP17|MMP12
MMP17|MMP24
MMP17|MMP21
MMP17|MMP14
MMP17|MMP25
MMP17|MMP19
MMP17|MMP27
PRKCQ|PRKCZ
PRKCQ|PRKCD
PRKCQ|PRKCH
PRKCQ|PRKCI
PRKCQ|PRKCE
PRKCQ|PRKCG
PRKCQ|PRKD3
PRKCQ|PRKCA
PRKCQ|PRKCB
PRKCQ|PKC
PRKCZ|PRKCQ
PRKCZ|PRKCD
PRKCZ|PRKCH
PRKCZ|PRKCI
PRKCZ|PRKCE
PRKCZ|PRKCG
PRKCZ|PRKD3
PRKCZ|PRKCA
PRKCZ|PRKCB
PRKCZ|PKC
PRKCD|PRKCQ
PRKCD|PRKCZ
PRKCD|PRKCH
PRKCD|PRKCI
PRKCD|PRKCE
PRKCD|PRKCG
PRKCD|PRKD3
PRKCD|PRKCA
PRKCD|PRKCB
PRKCD|PKC
PRKCH|PRKCQ
PRKCH|PRKCZ
PRKCH|PRKCD
PRKCH|PRKCI
PRKCH|PRKCE
PRKCH|PRKCG
PRKCH|PRKD3
PRKCH|PRKCA
PRKCH|PRKCB
PRKCH|PKC
PRKCI|PRKCQ
PRKCI|PRKCZ
PRKCI|PRKCD
PRKCI|PRKCH
PRKCI|PRKCE
PRKCI|PRKCG
PRKCI|PRKD3
PRKCI|PRKCA
PRKCI|PRKCB
PRKCI|PKC
PRKCE|PRKCQ
PRKCE|PRKCZ
PRKCE|PRKCD
PRKCE|PRKCH
PRKCE|PRKCI
PRKCE|PRKCG
PRKCE|PRKD3
PRKCE|PRKCA
PRKCE|PRKCB
PRKCE|PKC
PRKCG|PRKCQ
PRKCG|PRKCZ
PRKCG|PRKCD
PRKCG|PRKCH
PRKCG|PRKCI
PRKCG|PRKCE
PRKCG|PRKD3
PRKCG|PRKCA
PRKCG|PRKCB
PRKCG|PKC
PRKD3|PRKCQ
PRKD3|PRKCZ
PRKD3|PRKCD
PRKD3|PRKCH
PRKD3|PRKCI
PRKD3|PRKCE
PRKD3|PRKCG
PRKD3|PRKCA
PRKD3|PRKCB
PRKD3|PKC
PRKCA|PRKCQ
PRKCA|PRKCZ
PRKCA|PRKCD
PRKCA|PRKCH
PRKCA|PRKCI
PRKCA|PRKCE
PRKCA|PRKCG
PRKCA|PRKD3
PRKCA|PRKCB
PRKCA|PKC
PRKCB|PRKCQ
PRKCB|PRKCZ
PRKCB|PRKCD
PRKCB|PRKCH
PRKCB|PRKCI
PRKCB|PRKCE
PRKCB|PRKCG
PRKCB|PRKD3
PRKCB|PRKCA
PRKCB|PKC
